transaction_id,date_time,customer_id,branch_id,employee_id,product_sku,product_name,product_category,unit_price,quantity,total_amount,customer_feedback,referral_source,employee_name,role,date_of_joining,leave_days_taken,sales_performance_score
TRN-002450,2024-10-27 19:23:18,CUST-3575,BCH-006,EMP-006-001,SKU-0055,Training Milk,Snacks,11.5,3,34.5,,Social Media,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-046975,2024-10-28 20:02:21,CUST-5941,BCH-006,EMP-006-004,SKU-0034,Range Pasta,Personal Care,18.94,2,37.88,,Word-of-Mouth,Daniel Lucas,Store Manager,2024-05-16,2.0,66.0
TRN-020931,2024-10-03 07:04:32,CUST-3109,BCH-001,EMP-001-001,SKU-0049,Face Pasta,Snacks,2.68,3,8.04,,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-025064,2024-12-24 22:34:12,CUST-785,BCH-008,EMP-008-003,SKU-0047,Beat Soap,Personal Care,11.33,1,11.33,,Newspaper,Brittany Vazquez,Cashier,2024-06-26,7.0,93.0
TRN-20250915-116,2025-09-15 12:44:41,CUST-7382,BCH-009,EMP-009-002,SKU-0036,Force Chips,Beverages,7.08,3,21.24,,Word-of-Mouth,Brandi Collins,Store Manager,2024-10-17,,
TRN-026072,2024-10-15 17:51:10,CUST-2294,BCH-008,EMP-008-001,SKU-0075,Open Soap,Pantry,22.51,3,67.53,,Social Media,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-1757841224-121,2025-09-14 14:43:44,CUST-2806,BCH-004,EMP-004-003,SKU-0080,Gas Chips,Dairy,9.59,3,28.77,Excellent product quality.,Newspaper,Mrs. Erika Wilson,Store Manager,2024-08-15,,
TRN-048071,2024-10-26 17:07:12,CUST-2843,BCH-006,EMP-006-001,SKU-0098,How Juice,Dairy,19.56,1,19.56,,Word-of-Mouth,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-014528,2024-11-17 14:48:20,CUST-8898,BCH-002,EMP-002-003,SKU-0050,White Chips,Beverages,5.01,3,15.03,,Newspaper,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-044054,2024-10-22 20:45:00,CUST-5477,BCH-004,EMP-004-000,SKU-0091,Low Chips,Snacks,19.96,2,39.92,,Newspaper,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-039283,2024-10-26 15:48:51,CUST-86,BCH-003,EMP-003-002,SKU-0067,Family Chips,Beverages,22.71,2,45.42,,Online Ad,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-049017,2024-11-22 07:33:18,CUST-6678,BCH-001,EMP-001-002,SKU-0034,Range Pasta,Personal Care,18.94,1,18.94,Sea law stuff series admit. Financial cultural appear door simply various. Air raise cell whether.,Online Ad,April Snyder,Cashier,2024-12-02,6.0,81.0
TRN-20250915-22,2025-09-15 12:31:47,CUST-4089,BCH-007,EMP-007-000,SKU-0045,Opportunity Chips,Dairy,1.04,1,1.04,,Online Ad,Antonio Mcdonald,Merchandiser,2024-08-19,,
TRN-010745,2024-11-16 06:26:27,CUST-2315,BCH-005,EMP-005-003,SKU-0082,Time Milk,Snacks,9.29,1,9.29,,Word-of-Mouth,Kimberly Becker,Cashier,2024-01-11,12.0,89.0
TRN-017418,2024-09-30 17:53:40,CUST-239,BCH-003,EMP-003-001,SKU-0019,Key Chips,Pantry,8.41,2,16.82,,Online Ad,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-030302,2024-12-04 13:56:20,CUST-5014,BCH-005,EMP-005-001,SKU-0065,Try Chips,Snacks,15.46,1,15.46,,Online Ad,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-011177,2024-10-15 06:24:03,CUST-2421,BCH-008,EMP-008-000,SKU-0027,Republican Milk,Beverages,5.62,2,11.24,,Social Media,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-035802,2024-12-16 12:30:51,CUST-8655,BCH-003,EMP-003-003,SKU-0043,Too Cereal,Snacks,17.37,3,52.11,,Social Media,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-010171,2024-09-20 08:51:17,CUST-7510,BCH-003,EMP-003-002,SKU-0044,Win Soap,Pantry,18.68,2,37.36,,Newspaper,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-020285,2024-10-19 09:13:12,CUST-3157,BCH-008,EMP-008-003,SKU-0014,Share Pasta,Dairy,3.0,2,6.0,,Newspaper,Brittany Vazquez,Cashier,2024-06-26,7.0,93.0
TRN-004932,2024-10-11 05:49:43,CUST-5147,BCH-009,EMP-009-001,SKU-0074,Event Juice,Dairy,23.63,3,70.89,,Newspaper,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-20250916-110,2025-09-16 13:07:41,CUST-7473,BCH-005,EMP-005-000,SKU-0045,Opportunity Soap,Snacks,3.9,1,3.9,,Social Media,Michael Watson,Store Manager,2024-03-07,,
TRN-027292,2024-12-18 21:51:41,CUST-2128,BCH-003,EMP-003-003,SKU-0065,Try Chips,Snacks,15.46,2,30.92,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-035718,2024-10-23 03:31:04,CUST-8803,BCH-005,EMP-005-001,SKU-0033,Political Milk,Pantry,19.08,2,38.16,,Online Ad,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-022889,2024-12-01 19:38:38,CUST-4349,BCH-002,EMP-002-001,SKU-0074,Event Juice,Dairy,23.63,1,23.63,,Newspaper,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-025662,2024-12-26 11:42:52,CUST-7887,BCH-009,EMP-009-002,SKU-0086,Reality Soap,Beverages,22.1,1,22.1,,Social Media,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-1758199558-159,2025-09-18 18:15:58,CUST-17224,BCH-006,EMP-006-003,SKU-0021,Chair Chips,Pantry,12.73,3,38.19,Excellent product quality.,Word-of-Mouth,Kimberly Oliver,Inventory Specialist,2024-11-20,,
TRN-017924,2024-11-05 11:23:50,CUST-7422,BCH-009,EMP-009-004,SKU-0099,People Milk,Pantry,8.05,3,24.15,,Newspaper,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
TRN-009730,2024-11-20 12:46:31,CUST-3102,BCH-003,EMP-003-003,SKU-0089,Quickly Pasta,Beverages,5.26,1,5.26,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-006967,2024-12-24 13:55:34,CUST-9543,BCH-003,EMP-003-001,SKU-0029,Population Milk,Personal Care,8.53,2,17.06,,Social Media,Lonnie Douglas,Store Manager,2024-07-04,1.0,71.0
TRN-035906,2024-12-24 01:38:43,CUST-2430,BCH-005,EMP-005-001,SKU-0057,Cell Soap,Personal Care,3.45,2,6.9,,Social Media,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-004536,2024-09-23 22:33:11,CUST-4301,BCH-005,EMP-005-001,SKU-0075,Open Soap,Pantry,22.51,3,67.53,,Newspaper,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-033594,2024-10-16 00:35:51,CUST-5520,BCH-003,EMP-003-003,SKU-0063,Hand Cereal,Dairy,12.54,2,25.08,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-022105,2024-12-16 13:00:15,CUST-3990,BCH-002,EMP-002-000,SKU-0063,Hand Cereal,Dairy,12.54,3,37.62,,Social Media,Jo Miller,Store Manager,2024-05-04,3.0,61.0
TRN-033452,2024-11-26 03:56:00,CUST-5384,BCH-002,EMP-002-003,SKU-0035,Decide Chips,Snacks,21.79,1,21.79,,Newspaper,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-010569,2024-12-09 11:40:05,CUST-8679,BCH-008,EMP-008-001,SKU-0080,Out Juice,Dairy,20.64,1,20.64,,Online Ad,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-033726,2024-11-30 14:42:54,CUST-6027,BCH-005,EMP-005-001,SKU-0042,Maybe Soap,Pantry,10.95,1,10.95,,Online Ad,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-015382,2024-10-31 05:08:04,CUST-3945,BCH-007,EMP-007-001,SKU-0068,Today Cereal,Snacks,14.21,1,14.21,,Word-of-Mouth,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-20250915-188,2025-09-15 12:31:47,CUST-3180,BCH-009,EMP-009-002,SKU-0032,Take Soap,Pantry,17.52,3,52.56,,Online Ad,Brandi Collins,Store Manager,2024-10-17,,
TRN-006069,2024-11-07 19:32:39,CUST-4601,BCH-002,EMP-002-004,SKU-0071,Amount Pasta,Snacks,19.84,2,39.68,,Newspaper,Jill Carlson,Inventory Specialist,2024-05-29,10.0,78.0
TRN-027029,2024-12-22 10:07:34,CUST-2714,BCH-010,EMP-010-001,SKU-0004,Apply Chips,Pantry,13.89,3,41.67,,Online Ad,Shane Bradley,Merchandiser,2024-10-26,14.0,65.0
TRN-002679,2024-11-15 15:12:19,CUST-3207,BCH-001,EMP-001-001,SKU-0078,Hit Cereal,Beverages,19.11,1,19.11,,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-045516,2024-10-19 00:59:55,CUST-4314,BCH-001,EMP-001-001,SKU-0038,Far Soap,Dairy,21.11,3,63.33,Use respond light exactly song town. Stage pick stand receive well small finally lay.,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-011774,2024-09-30 03:24:49,CUST-238,BCH-009,EMP-009-000,SKU-0068,Today Cereal,Snacks,14.21,2,28.42,,Newspaper,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-005446,2024-12-22 17:13:21,CUST-4802,BCH-007,EMP-007-001,SKU-0054,Business Chips,Snacks,24.41,3,73.23,,Newspaper,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-028603,2024-10-18 10:26:19,CUST-7472,BCH-008,EMP-008-002,SKU-0086,Reality Soap,Beverages,22.1,3,66.3,Produce grow page until. Apply lawyer campaign news provide.,Word-of-Mouth,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-029859,2024-11-17 08:53:13,CUST-9407,BCH-003,EMP-003-004,SKU-0025,Somebody Juice,Personal Care,11.56,3,34.68,,Online Ad,Melinda Massey,Merchandiser,2024-07-22,11.0,71.0
TRN-044639,2024-10-13 11:59:36,CUST-5392,BCH-004,EMP-004-000,SKU-0004,Apply Chips,Pantry,13.89,2,27.78,,Social Media,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-043856,2024-12-10 15:20:55,CUST-9538,BCH-009,EMP-009-000,SKU-0015,Case Cereal,Pantry,6.6,2,13.2,,Online Ad,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-033262,2024-12-29 05:19:57,CUST-4661,BCH-005,EMP-005-001,SKU-0094,Hotel Pasta,Personal Care,12.26,3,36.78,,Word-of-Mouth,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-026762,2024-12-10 19:49:57,CUST-965,BCH-010,EMP-010-003,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,,Online Ad,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-029497,2024-10-26 15:15:57,CUST-2738,BCH-009,EMP-009-003,SKU-0054,Business Chips,Snacks,24.41,1,24.41,,Online Ad,Matthew Smith,Store Manager,2024-03-15,9.0,68.0
TRN-029960,2024-12-15 06:39:38,CUST-9194,BCH-005,EMP-005-004,SKU-0055,Training Milk,Snacks,11.5,3,34.5,,Newspaper,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-011778,2024-11-14 17:03:11,CUST-3469,BCH-005,EMP-005-004,SKU-0092,Push Cereal,Personal Care,6.84,3,20.52,,Word-of-Mouth,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-020921,2024-10-28 11:21:41,CUST-3946,BCH-002,EMP-002-000,SKU-0043,Too Cereal,Snacks,17.37,2,34.74,,Social Media,Jo Miller,Store Manager,2024-05-04,3.0,61.0
TRN-005957,2024-12-05 01:35:10,CUST-3211,BCH-009,EMP-009-000,SKU-0028,Newspaper Juice,Dairy,13.48,3,40.44,,Online Ad,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-034507,2024-12-25 12:39:14,CUST-7328,BCH-008,EMP-008-002,SKU-0086,Reality Soap,Beverages,22.1,1,22.1,,Word-of-Mouth,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-035969,2024-10-02 17:30:13,CUST-9819,BCH-008,EMP-008-001,SKU-0013,Because Chips,Dairy,11.51,3,34.53,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-028861,2024-10-15 15:09:58,CUST-1001,BCH-001,EMP-001-000,SKU-0015,Case Cereal,Pantry,6.6,2,13.2,,Word-of-Mouth,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-036661,2024-12-09 03:53:10,CUST-4398,BCH-002,EMP-002-004,SKU-0007,Type Juice,Dairy,11.08,2,22.16,,Online Ad,Jill Carlson,Inventory Specialist,2024-05-29,10.0,78.0
TRN-017783,2024-10-17 12:01:45,CUST-6816,BCH-006,EMP-006-000,SKU-0097,Despite Pasta,Dairy,1.91,3,5.73,,Online Ad,Jacob Hooper,Merchandiser,2024-01-15,9.0,77.0
TRN-047532,2024-11-22 09:49:42,CUST-3079,BCH-003,EMP-003-002,SKU-0053,Structure Juice,Personal Care,5.12,1,5.12,,Newspaper,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-010845,2024-09-27 04:32:51,CUST-9557,BCH-005,EMP-005-000,SKU-0020,Four Milk,Snacks,15.28,2,30.56,,Newspaper,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-036186,2024-11-20 15:46:46,CUST-7741,BCH-006,EMP-006-001,SKU-0053,Structure Juice,Personal Care,5.12,3,15.36,,Word-of-Mouth,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-005827,2024-09-26 00:36:09,CUST-5857,BCH-003,EMP-003-003,SKU-0038,Far Soap,Dairy,21.11,3,63.33,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-000521,2024-12-08 05:16:58,CUST-1108,BCH-003,EMP-003-000,SKU-0064,Building Soap,Personal Care,17.17,1,17.17,,Social Media,David White,Store Manager,2024-11-15,2.0,74.0
TRN-017672,2024-09-30 11:43:15,CUST-7578,BCH-003,EMP-003-000,SKU-0072,Describe Soap,Beverages,13.88,1,13.88,,Newspaper,David White,Store Manager,2024-11-15,2.0,74.0
TRN-011604,2024-11-02 05:40:46,CUST-5842,BCH-010,EMP-010-003,SKU-0094,Hotel Pasta,Personal Care,12.26,1,12.26,,Newspaper,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-1757920481-175,2025-09-15 12:44:41,CUST-1668,BCH-006,EMP-006-002,SKU-0042,Return Pasta,Snacks,8.43,1,8.43,Excellent product quality.,Social Media,Daniel Owen,Cashier,2024-12-29,,
TRN-034133,2024-10-31 01:23:53,CUST-7966,BCH-009,EMP-009-003,SKU-0073,Responsibility Cereal,Snacks,14.28,2,28.56,,Word-of-Mouth,Matthew Smith,Store Manager,2024-03-15,9.0,68.0
TRN-009691,2024-10-31 22:54:48,CUST-2210,BCH-005,EMP-005-001,SKU-0028,Newspaper Juice,Dairy,13.48,2,26.96,Great nor teach certainly. These prevent difference allow. Wrong Democrat toward open old.,Online Ad,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-043003,2024-12-28 00:36:44,CUST-2602,BCH-002,EMP-002-001,SKU-0018,Resource Chips,Snacks,6.7,3,20.1,,Word-of-Mouth,Yolanda Burns,Store Manager,2024-04-27,4.0,71.0
TRN-007397,2024-09-21 15:45:00,CUST-4989,BCH-001,EMP-001-003,SKU-0014,Share Pasta,Dairy,3.0,3,9.0,,Online Ad,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-021632,2024-11-10 10:16:04,CUST-8654,BCH-010,EMP-010-002,SKU-0084,So Cereal,Personal Care,17.64,3,52.92,,Newspaper,Amber Griffin,Cashier,2024-04-10,2.0,70.0
TRN-030302,2024-10-07 23:53:35,CUST-944,BCH-005,EMP-005-001,SKU-0033,Political Milk,Pantry,19.08,2,38.16,,Word-of-Mouth,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-026779,2024-10-09 15:32:31,CUST-9401,BCH-004,EMP-004-003,SKU-0042,Maybe Soap,Pantry,10.95,2,21.9,,Social Media,Mrs. Erika Wilson,Store Manager,2024-08-15,11.0,75.0
TRN-022614,2024-10-25 15:06:33,CUST-2484,BCH-001,EMP-001-002,SKU-0066,Clear Cereal,Snacks,10.64,1,10.64,,Word-of-Mouth,April Snyder,Cashier,2024-12-02,6.0,81.0
TRN-024588,2024-11-02 16:43:41,CUST-4033,BCH-009,EMP-009-001,SKU-0064,Building Soap,Personal Care,17.17,1,17.17,,Social Media,Ian Arroyo,Merchandiser,2024-09-03,6.0,87.0
TRN-026894,2024-12-09 10:37:02,CUST-4199,BCH-006,EMP-006-003,SKU-0005,Table Cereal,Snacks,16.86,3,50.58,,Newspaper,Kimberly Oliver,Inventory Specialist,2024-11-20,0.0,74.0
TRN-029798,2024-11-01 00:38:00,CUST-6111,BCH-001,EMP-001-004,SKU-0032,By Pasta,Snacks,23.14,1,23.14,Month prevent of although what may we. Possible TV this last. Parent policy child these.,Social Media,Keith Allen,Cashier,2024-02-25,3.0,64.0
TRN-017056,2024-12-10 05:32:27,CUST-1776,BCH-010,EMP-010-003,SKU-0028,Newspaper Juice,Dairy,13.48,1,13.48,,Word-of-Mouth,Jill Dyer,Merchandiser,2024-12-18,12.0,79.0
TRN-026995,2024-12-13 14:31:59,CUST-6075,BCH-004,EMP-004-004,SKU-0063,Hand Cereal,Dairy,12.54,2,25.08,,Online Ad,Sarah Sanchez,Cashier,2024-10-11,10.0,69.0
TRN-037659,2024-11-09 01:11:17,CUST-4046,BCH-009,EMP-009-000,SKU-0084,So Cereal,Personal Care,17.64,2,35.28,"That state system project. Recognize either write fill product.
His education environmental.",Word-of-Mouth,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-032379,2024-10-12 19:33:47,CUST-5596,BCH-006,EMP-006-001,SKU-0057,Cell Soap,Personal Care,3.45,1,3.45,,Word-of-Mouth,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-006259,2024-11-09 02:11:28,CUST-3342,BCH-006,EMP-006-003,SKU-0093,Learn Milk,Personal Care,14.69,1,14.69,,Word-of-Mouth,Kimberly Oliver,Inventory Specialist,2024-11-20,0.0,74.0
TRN-042102,2024-12-02 09:25:44,CUST-7415,BCH-005,EMP-005-001,SKU-0054,Business Chips,Snacks,24.41,3,73.23,,Word-of-Mouth,Robert Garcia,Merchandiser,2024-02-26,6.0,93.0
TRN-038725,2024-12-18 13:49:28,CUST-3705,BCH-009,EMP-009-004,SKU-0077,Your Juice,Pantry,15.83,3,47.49,,Social Media,Caitlin Walker,Cashier,2024-06-23,11.0,84.0
TRN-020150,2024-12-05 04:50:08,CUST-3512,BCH-002,EMP-002-003,SKU-0091,Low Chips,Snacks,19.96,3,59.88,,Social Media,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-045684,2024-11-05 03:47:12,CUST-4717,BCH-001,EMP-001-003,SKU-0079,Writer Soap,Beverages,15.12,1,15.12,,Social Media,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-031318,2024-11-21 09:10:56,CUST-7006,BCH-003,EMP-003-003,SKU-0013,Because Chips,Dairy,11.51,1,11.51,,Online Ad,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-040505,2024-11-01 11:21:58,CUST-6706,BCH-003,EMP-003-002,SKU-0014,Share Pasta,Dairy,3.0,2,6.0,,Social Media,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-044310,2024-10-18 06:17:10,CUST-8750,BCH-006,EMP-006-001,SKU-0039,Risk Chips,Dairy,7.13,1,7.13,,Social Media,Chloe Arellano,Inventory Specialist,2024-10-05,6.0,69.0
TRN-045454,2024-10-01 14:26:35,CUST-9782,BCH-003,EMP-003-002,SKU-0023,Address Soap,Dairy,8.91,3,26.73,,Newspaper,Michael Anderson,Cashier,2024-02-28,5.0,66.0
TRN-011837,2024-12-16 21:28:28,CUST-7485,BCH-009,EMP-009-000,SKU-0034,Range Pasta,Personal Care,18.94,2,37.88,,Newspaper,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-028178,2024-12-19 09:10:56,CUST-2593,BCH-009,EMP-009-002,SKU-0012,Property Soap,Pantry,14.63,3,43.89,,Online Ad,Brandi Collins,Store Manager,2024-10-17,2.0,90.0
TRN-001889,2024-11-15 16:04:14,CUST-8116,BCH-005,EMP-005-000,SKU-0057,Cell Soap,Personal Care,3.45,2,6.9,,Online Ad,Michael Watson,Store Manager,2024-03-07,1.0,95.0
TRN-024684,2024-09-24 00:22:29,CUST-5322,BCH-008,EMP-008-001,SKU-0086,Reality Soap,Beverages,22.1,2,44.2,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-035361,2024-12-03 13:46:46,CUST-6463,BCH-001,EMP-001-001,SKU-0048,Age Juice,Snacks,3.33,3,9.99,Spend compare someone no. Police accept eye media people wonder.,Social Media,Ryan Page,Cashier,2024-10-31,9.0,67.0
TRN-034445,2024-12-30 08:14:38,CUST-2017,BCH-002,EMP-002-003,SKU-0076,Forward Milk,Pantry,15.12,3,45.36,,Word-of-Mouth,Christina Lloyd,Merchandiser,2024-07-31,5.0,81.0
TRN-023252,2024-10-11 15:47:38,CUST-9624,BCH-009,EMP-009-000,SKU-0032,By Pasta,Snacks,23.14,3,69.42,,Online Ad,Philip Olson,Store Manager,2024-08-24,15.0,66.0
TRN-011002,2024-12-25 20:06:29,CUST-9577,BCH-001,EMP-001-000,SKU-0055,Training Milk,Snacks,11.5,3,34.5,,Social Media,Robert Dunn,Inventory Specialist,2024-01-06,8.0,68.0
TRN-014187,2024-12-21 01:10:25,CUST-2718,BCH-005,EMP-005-004,SKU-0077,Your Juice,Pantry,15.83,2,31.66,,Social Media,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-045160,2024-12-25 21:34:48,CUST-8071,BCH-003,EMP-003-004,SKU-0032,By Pasta,Snacks,23.14,1,23.14,,Online Ad,Melinda Massey,Merchandiser,2024-07-22,11.0,71.0
TRN-038469,2024-09-19 00:18:49,CUST-146,BCH-008,EMP-008-002,SKU-0044,Win Soap,Pantry,18.68,3,56.04,Figure avoid skin husband base guess.,Word-of-Mouth,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-014625,2024-12-04 11:42:37,CUST-6214,BCH-008,EMP-008-001,SKU-0029,Population Milk,Personal Care,8.53,3,25.59,,Newspaper,Michael Mccullough,Inventory Specialist,2024-12-05,12.0,66.0
TRN-002378,2024-09-28 08:33:40,CUST-9484,BCH-003,EMP-003-000,SKU-0077,Your Juice,Pantry,15.83,1,15.83,,Online Ad,David White,Store Manager,2024-11-15,2.0,74.0
TRN-030877,2024-12-16 12:00:59,CUST-9723,BCH-004,EMP-004-000,SKU-0022,Different Milk,Beverages,13.45,2,26.9,,Newspaper,Robert Atkinson,Cashier,2024-12-13,8.0,80.0
TRN-1757834585-53,2025-09-14 12:53:05,CUST-16036,BCH-006,EMP-006-004,SKU-0034,Week Pasta,Dairy,12.7,2,25.4,"Service was fine, nothing to complain.",Social Media,Daniel Lucas,Store Manager,2024-05-16,,
TRN-20250917-175,2025-09-17 12:45:24,CUST-1674,BCH-005,EMP-005-003,SKU-0016,Past Soap,Personal Care,16.25,1,16.25,Feel seat appear perform agent likely. Suffer without rather.,Online Ad,Kimberly Becker,Cashier,2024-01-11,,
TRN-046219,2024-10-04 15:31:03,CUST-7135,BCH-008,EMP-008-002,SKU-0085,Science Pasta,Pantry,14.29,2,28.58,,Word-of-Mouth,Emily Howard,Store Manager,2024-11-21,4.0,100.0
TRN-024620,2024-11-01 14:11:48,CUST-1120,BCH-002,EMP-002-002,SKU-0017,Interest Cereal,Pantry,23.72,2,47.44,,Word-of-Mouth,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-034986,2024-11-16 13:19:05,CUST-6195,BCH-007,EMP-007-004,SKU-0006,Test Chips,Dairy,16.14,2,32.28,,Social Media,Brooke Martin,Store Manager,2024-07-24,11.0,96.0
TRN-048075,2024-10-04 02:49:54,CUST-3703,BCH-007,EMP-007-001,SKU-0077,Your Juice,Pantry,15.83,2,31.66,,Social Media,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-001891,2024-11-30 10:29:31,CUST-5913,BCH-008,EMP-008-003,SKU-0090,Weight Chips,Snacks,11.15,2,22.3,,Newspaper,Brittany Vazquez,Cashier,2024-06-26,7.0,93.0
TRN-021985,2024-10-08 08:33:04,CUST-4730,BCH-002,EMP-002-002,SKU-0057,Cell Soap,Personal Care,3.45,2,6.9,,Word-of-Mouth,Michelle Kelley,Cashier,2024-11-12,13.0,98.0
TRN-005962,2024-12-04 22:31:54,CUST-229,BCH-004,EMP-004-002,SKU-0051,Local Cereal,Personal Care,13.79,1,13.79,,Word-of-Mouth,Matthew Davies,Cashier,2024-12-22,14.0,76.0
TRN-009558,2024-11-17 00:49:54,CUST-3115,BCH-004,EMP-004-001,SKU-0080,Out Juice,Dairy,20.64,2,41.28,,Online Ad,Samantha Barnes,Cashier,2024-04-16,2.0,61.0
TRN-049034,2024-10-05 16:44:02,CUST-1768,BCH-003,EMP-003-003,SKU-0041,Black Pasta,Beverages,5.81,1,5.81,,Social Media,Sarah Villanueva,Merchandiser,2024-12-24,2.0,81.0
TRN-011638,2024-11-23 06:59:29,CUST-3858,BCH-007,EMP-007-004,SKU-0017,Interest Cereal,Pantry,23.72,2,47.44,,Newspaper,Brooke Martin,Store Manager,2024-07-24,11.0,96.0
TRN-040512,2024-10-21 03:44:58,CUST-3114,BCH-005,EMP-005-004,SKU-0005,Table Cereal,Snacks,16.86,2,33.72,,Online Ad,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-000897,2024-12-28 10:54:51,CUST-5510,BCH-005,EMP-005-004,SKU-0032,By Pasta,Snacks,23.14,1,23.14,,Social Media,Colin Greer,Cashier,2024-02-16,7.0,87.0
TRN-048859,2024-12-10 23:48:51,CUST-7308,BCH-007,EMP-007-001,SKU-0037,Five Pasta,Pantry,21.45,2,42.9,,Newspaper,William Gonzalez,Merchandiser,2024-05-19,0.0,82.0
TRN-000873,2024-10-13 10:11:46,CUST-6582,BCH-001,EMP-001-003,SKU-0075,Open Soap,Pantry,22.51,1,22.51,,Online Ad,Nicholas Padilla,Store Manager,2024-01-25,6.0,83.0
TRN-020579,2024-11-29 19:48:48,CUST-16,BCH-008,EMP-008-000,SKU-0029,Population Milk,Personal Care,8.53,1,8.53,,Word-of-Mouth,Kyle Ramos,Merchandiser,2024-03-08,1.0,99.0
TRN-023004,2024-11-16 18:26:54,CUST-6905,BCH-001,EMP-001-004,SKU-0089,Quickly Pasta,Beverages,5.26,1,5.26,,Online Ad,Keith Allen,Cashier,2024-02-25,3.0,64.0
TRN-020832,2024-11-04 02:17:40,CUST-7819,BCH-008,EMP-008-003,SKU-0006,Test Chips,Dairy,16.14,2,32.28,,Online Ad,Brittany Vazquez,Cashier,2024-06-26,7.0,93.0
TRN-005986,2024-10-31 22:02:49,CUST-7594,BCH-009,EMP-009-003,SKU-0043,Too Cereal,Snacks,17.37,3,52.11,,Newspaper,Matthew Smith,Store Manager,2024-03-15,9.0,68.0
